File,knn_predicted_ratings_RMSE,knn_predicted_ratings_MAE,knn_predicted_ratings_Pearson,svd_predicted_ratings_RMSE,svd_predicted_ratings_MAE,svd_predicted_ratings_Pearson,nmf_predicted_ratings_RMSE,nmf_predicted_ratings_MAE,nmf_predicted_ratings_Pearson,als_predicted_ratings_RMSE,als_predicted_ratings_MAE,als_predicted_ratings_Pearson
U1,0.9849371194490032,0.7133737583795322,0.49249446843431005,0.9963867114588852,0.7195025019870926,0.48400299478261866,1.0192507204969723,0.7383836313555721,0.4711916102889584,1.1343285354114208,0.8065196634689888,0.4383576544805189
U2,0.9852162283182352,0.7127338895526417,0.49192322758235874,0.9956112672282975,0.7199774046320504,0.48450487229712574,1.0207283739003616,0.7387285606450678,0.46867468380124333,1.1356784747684527,0.8066046460475602,0.43541408263992604
U3,0.9866637884236786,0.7143785523967586,0.4931423467548697,0.9978180663912678,0.7219969906169236,0.4846777242601822,1.0209781137500964,0.7397583495383446,0.4712756930788968,1.1405123157992594,0.8117485915387346,0.4370763007024845
U4,0.9857336392172409,0.7132037932223894,0.49323827218271976,0.996253749345877,0.7197774456236472,0.48612880137889947,1.0193439028569211,0.7379537194875051,0.471993510764951,1.1429554666846127,0.8125984173244485,0.4311863406025143
U5,0.9884154909924583,0.7167937214126822,0.4919660442653783,0.998957190784205,0.7236771726361568,0.4844971482631502,1.0206496028203602,0.7401834587217876,0.47267324979291475,1.1372770046159923,0.8089179934514734,0.4388846962677026
